item,year,month,day,views
Brown Rice,2020,1,28,709
Brown Rice,2020,1,29,694
Brown Rice,2020,1,30,698
Brown Rice,2020,1,31,636
Brown Rice,2020,2,1,604
Brown Rice,2020,2,2,634
Brown Rice,2020,2,3,645
Brown Rice,2020,2,4,657
Brown Rice,2020,2,5,654
Brown Rice,2020,2,6,656
Brown Rice,2020,2,7,621
Brown Rice,2020,2,8,577
Brown Rice,2020,2,9,649
Brown Rice,2020,2,10,618
Brown Rice,2020,2,11,648
Brown Rice,2020,2,12,644
Brown Rice,2020,2,13,655
Brown Rice,2020,2,14,526
Brown Rice,2020,2,15,532
Brown Rice,2020,2,16,666
Brown Rice,2020,2,17,632
Brown Rice,2020,2,18,689
Brown Rice,2020,2,19,686
Brown Rice,2020,2,20,668
Brown Rice,2020,2,21,532
Brown Rice,2020,2,22,607
Brown Rice,2020,2,23,614
Brown Rice,2020,2,24,666
Brown Rice,2020,2,25,715
Salmon,2019,12,28,1405
Salmon,2019,12,29,1459
Salmon,2019,12,30,1438
Salmon,2019,12,31,1277
Salmon,2020,1,1,1425
Salmon,2020,1,2,1502
Salmon,2020,1,3,1478
Salmon,2020,1,4,1417
Salmon,2020,1,5,1593
Salmon,2020,1,6,1586
Salmon,2020,1,7,1507
Salmon,2020,1,8,1414
Salmon,2020,1,9,1541
Salmon,2020,1,10,1473
Salmon,2020,1,11,1552
Salmon,2020,1,12,1584
Salmon,2020,1,13,1625
Salmon,2020,1,14,1651
Salmon,2020,1,15,1573
Salmon,2020,1,16,1557
Salmon,2020,1,17,1489
Salmon,2020,1,18,1470
Salmon,2020,1,19,1641
Salmon,2020,1,20,1599
Salmon,2020,1,21,1710
Salmon,2020,1,22,1656
Salmon,2020,1,23,1594
Salmon,2020,1,24,1483
Salmon,2020,1,25,1551
Salmon,2020,1,26,1574
Salmon,2020,1,27,1566
Salmon,2020,1,28,1615
Salmon,2020,1,29,1685
Salmon,2020,1,30,1587
Salmon,2020,1,31,1544
Salmon,2020,2,1,1369
Salmon,2020,2,2,1502
Salmon,2020,2,3,1462
Salmon,2020,2,4,1485
Salmon,2020,2,5,1558
Salmon,2020,2,6,1566
Salmon,2020,2,7,1572
Salmon,2020,2,8,1429
Salmon,2020,2,9,1503
Salmon,2020,2,10,1662
Salmon,2020,2,11,1455
Salmon,2020,2,12,1477
Salmon,2020,2,13,1553
Salmon,2020,2,14,1518
Salmon,2020,2,15,1426
Salmon,2020,2,16,1508
Salmon,2020,2,17,1591
Salmon,2020,2,18,1647
Salmon,2020,2,19,1691
Salmon,2020,2,20,1734
Salmon,2020,2,21,1489
Salmon,2020,2,22,1369
Salmon,2020,2,23,1521
Salmon,2020,2,24,1526
Salmon,2020,2,25,1629
Scallop,2019,12,28,2133
Scallop,2019,12,29,2147
Scallop,2019,12,30,2255
Scallop,2019,12,31,2443
Scallop,2020,1,1,3056
Scallop,2020,1,2,2292
Scallop,2020,1,3,2088
Scallop,2020,1,4,2609
Scallop,2020,1,5,2557
Scallop,2020,1,6,1931
Scallop,2020,1,7,1752
Scallop,2020,1,8,1821
Scallop,2020,1,9,1788
Scallop,2020,1,10,1882
Scallop,2020,1,11,2448
Scallop,2020,1,12,2342
Scallop,2020,1,13,1826
Scallop,2020,1,14,1604
Scallop,2020,1,15,1786
Scallop,2020,1,16,1828
Scallop,2020,1,17,1695
Scallop,2020,1,18,2256
Scallop,2020,1,19,2218
Scallop,2020,1,20,1960
Scallop,2020,1,21,1686
Scallop,2020,1,22,1687
Scallop,2020,1,23,1688
Scallop,2020,1,24,1724
Scallop,2020,1,25,2191
Scallop,2020,1,26,2191
Scallop,2020,1,27,1776
Scallop,2020,1,28,1530
Scallop,2020,1,29,1651
Scallop,2020,1,30,1615
Scallop,2020,1,31,1603
Scallop,2020,2,1,1628
Scallop,2020,2,2,1668
Scallop,2020,2,3,1462
Scallop,2020,2,4,1480
Scallop,2020,2,5,1416
Scallop,2020,2,6,1444
Scallop,2020,2,7,1624
Scallop,2020,2,8,1676
Scallop,2020,2,9,1844
Scallop,2020,2,10,1726
Scallop,2020,2,11,1715
Scallop,2020,2,12,1520
Scallop,2020,2,13,1429
Scallop,2020,2,14,1918
Scallop,2020,2,15,2455
Scallop,2020,2,16,3243
Scallop,2020,2,17,2137
Scallop,2020,2,18,1712
Scallop,2020,2,19,1633
Scallop,2020,2,20,1476
Scallop,2020,2,21,1546
Scallop,2020,2,22,1893
Scallop,2020,2,23,1761
Scallop,2020,2,24,1638
Scallop,2020,2,25,1437
Shrimp,2019,12,28,1094
Shrimp,2019,12,29,1155
Shrimp,2019,12,30,1151
Shrimp,2019,12,31,1158
Shrimp,2020,1,1,1292
Shrimp,2020,1,2,1169
Shrimp,2020,1,3,1185
Shrimp,2020,1,4,1119
Shrimp,2020,1,5,1238
Shrimp,2020,1,6,1137
Shrimp,2020,1,7,1137
Shrimp,2020,1,8,1067
Shrimp,2020,1,9,1322
Shrimp,2020,1,10,1138
Shrimp,2020,1,11,1109
Shrimp,2020,1,12,1220
Shrimp,2020,1,13,1178
Shrimp,2020,1,14,1244
Shrimp,2020,1,15,1235
Shrimp,2020,1,16,1196
Shrimp,2020,1,17,1180
Shrimp,2020,1,18,1123
Shrimp,2020,1,19,1194
Shrimp,2020,1,20,1256
Shrimp,2020,1,21,1239
Shrimp,2020,1,22,1203
Shrimp,2020,1,23,1259
Shrimp,2020,1,24,1148
Shrimp,2020,1,25,1304
Shrimp,2020,1,26,1215
Shrimp,2020,1,27,1214
Shrimp,2020,1,28,1265
Shrimp,2020,1,29,1244
Shrimp,2020,1,30,1222
Shrimp,2020,1,31,1292
Shrimp,2020,2,1,1115
Shrimp,2020,2,2,1314
Shrimp,2020,2,3,1166
Shrimp,2020,2,4,1284
Shrimp,2020,2,5,1372
Shrimp,2020,2,6,1212
Shrimp,2020,2,7,1556
Shrimp,2020,2,8,1250
Shrimp,2020,2,9,1225
Shrimp,2020,2,10,1373
Shrimp,2020,2,11,1310
Shrimp,2020,2,12,1227
Shrimp,2020,2,13,1263
Shrimp,2020,2,14,1138
Shrimp,2020,2,15,1168
Shrimp,2020,2,16,1232
Shrimp,2020,2,17,1214
Shrimp,2020,2,18,1203
Shrimp,2020,2,19,1265
Shrimp,2020,2,20,1204
Shrimp,2020,2,21,1134
Shrimp,2020,2,22,1107
Shrimp,2020,2,23,1221
Shrimp,2020,2,24,1253
Shrimp,2020,2,25,1186
Sour Cream,2019,12,28,451
Sour Cream,2019,12,29,536
Sour Cream,2019,12,30,519
Sour Cream,2019,12,31,532
Sour Cream,2020,1,1,437
Sour Cream,2020,1,2,509
Sour Cream,2020,1,3,510
Sour Cream,2020,1,4,532
Sour Cream,2020,1,5,481
Sour Cream,2020,1,6,481
Sour Cream,2020,1,7,434
Sour Cream,2020,1,8,441
Sour Cream,2020,1,9,566
Sour Cream,2020,1,10,496
Sour Cream,2020,1,11,502
Sour Cream,2020,1,12,496
Sour Cream,2020,1,13,477
Sour Cream,2020,1,14,498
Sour Cream,2020,1,15,480
Sour Cream,2020,1,16,441
Sour Cream,2020,1,17,476
Sour Cream,2020,1,18,567
Sour Cream,2020,1,19,514
Sour Cream,2020,1,20,598
Sour Cream,2020,1,21,715
Sour Cream,2020,1,22,631
Sour Cream,2020,1,23,578
Sour Cream,2020,1,24,631
Sour Cream,2020,1,25,602
Sour Cream,2020,1,26,630
Sour Cream,2020,1,27,648
Sour Cream,2020,1,28,551
Sour Cream,2020,1,29,635
Sour Cream,2020,1,30,582
Sour Cream,2020,1,31,638
Sour Cream,2020,2,1,672
Sour Cream,2020,2,2,686
Sour Cream,2020,2,3,561
Sour Cream,2020,2,4,588
Sour Cream,2020,2,5,590
Sour Cream,2020,2,6,584
Sour Cream,2020,2,7,580
Sour Cream,2020,2,8,609
Sour Cream,2020,2,9,611
Sour Cream,2020,2,10,595
Sour Cream,2020,2,11,579
Sour Cream,2020,2,12,591
Sour Cream,2020,2,13,582
Sour Cream,2020,2,14,526
Sour Cream,2020,2,15,619
Sour Cream,2020,2,16,640
Sour Cream,2020,2,17,584
Sour Cream,2020,2,18,599
Sour Cream,2020,2,19,595
Sour Cream,2020,2,20,610
Sour Cream,2020,2,21,575
Sour Cream,2020,2,22,658
Sour Cream,2020,2,23,634
Sour Cream,2020,2,24,560
Sour Cream,2020,2,25,559
Strawberry,2019,12,28,13574
Strawberry,2019,12,29,10734
Strawberry,2019,12,30,10533
Strawberry,2019,12,31,12239
Strawberry,2020,1,1,15072
Strawberry,2020,1,2,14784
Strawberry,2020,1,3,17347
Strawberry,2020,1,4,16441
Strawberry,2020,1,5,10590
Strawberry,2020,1,6,12813
Strawberry,2020,1,7,13276
Strawberry,2020,1,8,13870
Strawberry,2020,1,9,13614
Strawberry,2020,1,10,12861
Strawberry,2020,1,11,13204
Strawberry,2020,1,12,10720
Strawberry,2020,1,13,10660
Strawberry,2020,1,14,14091
Strawberry,2020,1,15,13906
Strawberry,2020,1,16,12562
Strawberry,2020,1,17,12176
Strawberry,2020,1,18,15835
Strawberry,2020,1,19,14573
Strawberry,2020,1,20,13230
Strawberry,2020,1,21,13068
Strawberry,2020,1,22,14927
Strawberry,2020,1,23,14750
Strawberry,2020,1,24,15902
Strawberry,2020,1,25,15630
Strawberry,2020,1,26,17942
Strawberry,2020,1,27,12818
Strawberry,2020,1,28,16686
Strawberry,2020,1,29,13740
Strawberry,2020,1,30,14514
Strawberry,2020,1,31,13104
Strawberry,2020,2,1,16177
Strawberry,2020,2,2,14592
Strawberry,2020,2,3,14877
Strawberry,2020,2,4,14346
Strawberry,2020,2,5,12908
Strawberry,2020,2,6,15918
Strawberry,2020,2,7,13950
Strawberry,2020,2,8,12355
Strawberry,2020,2,9,11675
Strawberry,2020,2,10,16115
Strawberry,2020,2,11,18808
Strawberry,2020,2,12,20607
Strawberry,2020,2,13,18219
Strawberry,2020,2,14,20207
Strawberry,2020,2,15,18071
Strawberry,2020,2,16,17089
Strawberry,2020,2,17,14843
Strawberry,2020,2,18,16974
Strawberry,2020,2,19,17307
Strawberry,2020,2,20,14201
Strawberry,2020,2,21,15638
Strawberry,2020,2,22,16359
Strawberry,2020,2,23,15189
Strawberry,2020,2,24,14546
Strawberry,2020,2,25,13641
Sweet Potato,2019,12,28,1568
Sweet Potato,2019,12,29,1582
Sweet Potato,2019,12,30,1598
Sweet Potato,2019,12,31,1504
Sweet Potato,2020,1,1,1466
Sweet Potato,2020,1,2,1766
Sweet Potato,2020,1,3,1647
Sweet Potato,2020,1,4,1741
Sweet Potato,2020,1,5,1878
Sweet Potato,2020,1,6,1788
Sweet Potato,2020,1,7,1880
Sweet Potato,2020,1,8,1846
Sweet Potato,2020,1,9,1877
Sweet Potato,2020,1,10,1798
Sweet Potato,2020,1,11,1704
Sweet Potato,2020,1,12,2106
Sweet Potato,2020,1,13,2153
Sweet Potato,2020,1,14,2091
Sweet Potato,2020,1,15,1926
Sweet Potato,2020,1,16,1924
Sweet Potato,2020,1,17,1798
Sweet Potato,2020,1,18,1779
Sweet Potato,2020,1,19,2011
Sweet Potato,2020,1,20,2081
Sweet Potato,2020,1,21,1982
Sweet Potato,2020,1,22,1904
Sweet Potato,2020,1,23,1820
Sweet Potato,2020,1,24,1779
Sweet Potato,2020,1,25,1813
Sweet Potato,2020,1,26,1891
Sweet Potato,2020,1,27,1948
Sweet Potato,2020,1,28,1924
Sweet Potato,2020,1,29,1913
Sweet Potato,2020,1,30,1789
Sweet Potato,2020,1,31,1634
Sweet Potato,2020,2,1,1633
Sweet Potato,2020,2,2,1787
Sweet Potato,2020,2,3,1729
Sweet Potato,2020,2,4,1753
Sweet Potato,2020,2,5,1752
Sweet Potato,2020,2,6,2140
Sweet Potato,2020,2,7,1662
Sweet Potato,2020,2,8,1848
Sweet Potato,2020,2,9,2051
Sweet Potato,2020,2,10,1905
Sweet Potato,2020,2,11,1961
Sweet Potato,2020,2,12,1881
Sweet Potato,2020,2,13,1862
Sweet Potato,2020,2,14,1537
Sweet Potato,2020,2,15,1729
Sweet Potato,2020,2,16,1958
Sweet Potato,2020,2,17,1951
Sweet Potato,2020,2,18,2028
Sweet Potato,2020,2,19,1992
Sweet Potato,2020,2,20,1788
Sweet Potato,2020,2,21,2144
Sweet Potato,2020,2,22,1869
Sweet Potato,2020,2,23,1969
Sweet Potato,2020,2,24,1958
Sweet Potato,2020,2,25,1880
Swordfish,2019,12,28,782
Swordfish,2019,12,29,912
Swordfish,2019,12,30,796
Swordfish,2019,12,31,1165
Swordfish,2020,1,1,729
Swordfish,2020,1,2,761
Swordfish,2020,1,3,741
Swordfish,2020,1,4,788
Swordfish,2020,1,5,809
Swordfish,2020,1,6,879
Swordfish,2020,1,7,884
Swordfish,2020,1,8,852
Swordfish,2020,1,9,784
Swordfish,2020,1,10,848
Swordfish,2020,1,11,858
Swordfish,2020,1,12,961
Swordfish,2020,1,13,861
Swordfish,2020,1,14,838
Swordfish,2020,1,15,868
Swordfish,2020,1,16,833
Swordfish,2020,1,17,882
Swordfish,2020,1,18,819
Swordfish,2020,1,19,863
Swordfish,2020,1,20,886
Swordfish,2020,1,21,998
Swordfish,2020,1,22,905
Swordfish,2020,1,23,938
Swordfish,2020,1,24,916
Swordfish,2020,1,25,845
Swordfish,2020,1,26,822
Swordfish,2020,1,27,1063
Swordfish,2020,1,28,937
Swordfish,2020,1,29,998
Swordfish,2020,1,30,851
Swordfish,2020,1,31,877
Swordfish,2020,2,1,744
Swordfish,2020,2,2,768
Swordfish,2020,2,3,680
Swordfish,2020,2,4,759
Swordfish,2020,2,5,781
Swordfish,2020,2,6,787
Swordfish,2020,2,7,760
Swordfish,2020,2,8,747
Swordfish,2020,2,9,877
Swordfish,2020,2,10,766
Swordfish,2020,2,11,761
Swordfish,2020,2,12,767
Swordfish,2020,2,13,856
Swordfish,2020,2,14,740
Swordfish,2020,2,15,750
Swordfish,2020,2,16,751
Swordfish,2020,2,17,798
Swordfish,2020,2,18,822
Swordfish,2020,2,19,888
Swordfish,2020,2,20,854
Swordfish,2020,2,21,847
Swordfish,2020,2,22,779
Swordfish,2020,2,23,792
Swordfish,2020,2,24,784
Swordfish,2020,2,25,762
Tangerine,2019,12,28,874
Tangerine,2019,12,29,850
Tangerine,2019,12,30,805
Tangerine,2019,12,31,874
Tangerine,2020,1,1,850
Tangerine,2020,1,2,900
Tangerine,2020,1,3,883
Tangerine,2020,1,4,853
Tangerine,2020,1,5,887
Tangerine,2020,1,6,858
Tangerine,2020,1,7,962
Tangerine,2020,1,8,998
Tangerine,2020,1,9,920
Tangerine,2020,1,10,866
Tangerine,2020,1,11,861
Tangerine,2020,1,12,859
Tangerine,2020,1,13,835
Tangerine,2020,1,14,862
Tangerine,2020,1,15,901
Tangerine,2020,1,16,878
Tangerine,2020,1,17,814
Tangerine,2020,1,18,805
Tangerine,2020,1,19,872
Tangerine,2020,1,20,952
Tangerine,2020,1,21,942
Tangerine,2020,1,22,940
Tangerine,2020,1,23,904
Tangerine,2020,1,24,945
Tangerine,2020,1,25,864
Tangerine,2020,1,26,891
Tangerine,2020,1,27,899
Tangerine,2020,1,28,889
Tangerine,2020,1,29,898
Tangerine,2020,1,30,859
Tangerine,2020,1,31,768
Tangerine,2020,2,1,732
Tangerine,2020,2,2,815
Tangerine,2020,2,3,803
Tangerine,2020,2,4,850
Tangerine,2020,2,5,843
Tangerine,2020,2,6,823
Tangerine,2020,2,7,759
Tangerine,2020,2,8,766
Tangerine,2020,2,9,855
Tangerine,2020,2,10,1044
Tangerine,2020,2,11,1034
Tangerine,2020,2,12,861
Tangerine,2020,2,13,782
Tangerine,2020,2,14,738
Tangerine,2020,2,15,645
Tangerine,2020,2,16,744
Tangerine,2020,2,17,740
Tangerine,2020,2,18,751
Tangerine,2020,2,19,797
Tangerine,2020,2,20,681
Tangerine,2020,2,21,715
Tangerine,2020,2,22,720
Tangerine,2020,2,23,680
Tangerine,2020,2,24,783
Tangerine,2020,2,25,876
Tomato,2019,12,28,2043
Tomato,2019,12,29,2053
Tomato,2019,12,30,2105
Tomato,2019,12,31,2042
Tomato,2020,1,1,1944
Tomato,2020,1,2,2310
Tomato,2020,1,3,2297
Tomato,2020,1,4,2166
Tomato,2020,1,5,2433
Tomato,2020,1,6,2637
Tomato,2020,1,7,2586
Tomato,2020,1,8,2740
Tomato,2020,1,9,2710
Tomato,2020,1,10,2532
Tomato,2020,1,11,2256
Tomato,2020,1,12,2438
Tomato,2020,1,13,2667
Tomato,2020,1,14,2580
Tomato,2020,1,15,2767
Tomato,2020,1,16,2612
Tomato,2020,1,17,2690
Tomato,2020,1,18,2345
Tomato,2020,1,19,2620
Tomato,2020,1,20,2874
Tomato,2020,1,21,2828
Tomato,2020,1,22,2739
Tomato,2020,1,23,2950
Tomato,2020,1,24,2431
Tomato,2020,1,25,2278
Tomato,2020,1,26,2415
Tomato,2020,1,27,2711
Tomato,2020,1,28,2985
Tomato,2020,1,29,2814
Tomato,2020,1,30,2725
Tomato,2020,1,31,2608
Tomato,2020,2,1,2300
Tomato,2020,2,2,2652
Tomato,2020,2,3,2713
Tomato,2020,2,4,2822
Tomato,2020,2,5,2974
Tomato,2020,2,6,3014
Tomato,2020,2,7,3137
Tomato,2020,2,8,2434
Tomato,2020,2,9,3713
Tomato,2020,2,10,2878
Tomato,2020,2,11,2899
Tomato,2020,2,12,2888
Tomato,2020,2,13,2859
Tomato,2020,2,14,2493
Tomato,2020,2,15,2504
Tomato,2020,2,16,2670
Tomato,2020,2,17,2775
Tomato,2020,2,18,2972
Tomato,2020,2,19,2883
Tomato,2020,2,20,2620
Tomato,2020,2,21,2348
Tomato,2020,2,22,2369
Tomato,2020,2,23,2718
Tomato,2020,2,24,2935
Tomato,2020,2,25,2687
Tuna,2019,12,28,1242
Tuna,2019,12,29,1095
Tuna,2019,12,30,1066
Tuna,2019,12,31,950
Tuna,2020,1,1,1046
Tuna,2020,1,2,1151
Tuna,2020,1,3,1177
Tuna,2020,1,4,1109
Tuna,2020,1,5,1808
Tuna,2020,1,6,2470
Tuna,2020,1,7,2177
Tuna,2020,1,8,1407
Tuna,2020,1,9,1294
Tuna,2020,1,10,1258
Tuna,2020,1,11,1262
Tuna,2020,1,12,1304
Tuna,2020,1,13,1379
Tuna,2020,1,14,1303
Tuna,2020,1,15,1226
Tuna,2020,1,16,1199
Tuna,2020,1,17,1129
Tuna,2020,1,18,1209
Tuna,2020,1,19,1227
Tuna,2020,1,20,1228
Tuna,2020,1,21,1367
Tuna,2020,1,22,1321
Tuna,2020,1,23,1257
Tuna,2020,1,24,1164
Tuna,2020,1,25,1189
Tuna,2020,1,26,1149
Tuna,2020,1,27,1176
Tuna,2020,1,28,1233
Tuna,2020,1,29,1274
Tuna,2020,1,30,1269
Tuna,2020,1,31,1191
Tuna,2020,2,1,1076
Tuna,2020,2,2,1179
Tuna,2020,2,3,1287
Tuna,2020,2,4,1323
Tuna,2020,2,5,1384
Tuna,2020,2,6,1307
Tuna,2020,2,7,1518
Tuna,2020,2,8,1268
Tuna,2020,2,9,1432
Tuna,2020,2,10,1372
Tuna,2020,2,11,1399
Tuna,2020,2,12,1291
Tuna,2020,2,13,1327
Tuna,2020,2,14,1221
Tuna,2020,2,15,1240
Tuna,2020,2,16,1427
Tuna,2020,2,17,1395
Tuna,2020,2,18,1759
Tuna,2020,2,19,1423
Tuna,2020,2,20,1520
Tuna,2020,2,21,1263
Tuna,2020,2,22,1240
Tuna,2020,2,23,1283
Tuna,2020,2,24,1318
Tuna,2020,2,25,1372
Turkey,2019,12,28,9765
Turkey,2019,12,29,9814
Turkey,2019,12,30,9761
Turkey,2019,12,31,8937
Turkey,2020,1,1,8917
Turkey,2020,1,2,10667
Turkey,2020,1,3,12389
Turkey,2020,1,4,12124
Turkey,2020,1,5,12745
Turkey,2020,1,6,12705
Turkey,2020,1,7,12548
Turkey,2020,1,8,14902
Turkey,2020,1,9,12291
Turkey,2020,1,10,10887
Turkey,2020,1,11,10522
Turkey,2020,1,12,11101
Turkey,2020,1,13,11033
Turkey,2020,1,14,10470
Turkey,2020,1,15,12948
Turkey,2020,1,16,14044
Turkey,2020,1,17,10984
Turkey,2020,1,18,10302
Turkey,2020,1,19,10817
Turkey,2020,1,20,10410
Turkey,2020,1,21,10621
Turkey,2020,1,22,10426
Turkey,2020,1,23,10708
Turkey,2020,1,24,11350
Turkey,2020,1,25,13943
Turkey,2020,1,26,13040
Turkey,2020,1,27,12826
Turkey,2020,1,28,12177
Turkey,2020,1,29,11749
Turkey,2020,1,30,11194
Turkey,2020,1,31,10931
Turkey,2020,2,1,10477
Turkey,2020,2,2,10809
Turkey,2020,2,3,11013
Turkey,2020,2,4,13294
Turkey,2020,2,5,13613
Turkey,2020,2,6,11138
Turkey,2020,2,7,10504
Turkey,2020,2,8,10155
Turkey,2020,2,9,10632
Turkey,2020,2,10,11236
Turkey,2020,2,11,10708
Turkey,2020,2,12,10688
Turkey,2020,2,13,11459
Turkey,2020,2,14,13785
Turkey,2020,2,15,15418
Turkey,2020,2,16,12825
Turkey,2020,2,17,11890
Turkey,2020,2,18,11863
Turkey,2020,2,19,11640
Turkey,2020,2,20,12742
Turkey,2020,2,21,10369
Turkey,2020,2,22,9862
Turkey,2020,2,23,10477
Turkey,2020,2,24,10230
Turkey,2020,2,25,10193
Potato,2019,12,28,2875
Potato,2019,12,29,3101
Potato,2019,12,30,3137
Potato,2019,12,31,3098
Potato,2020,1,1,3009
Potato,2020,1,2,3299
Potato,2020,1,3,3352
Potato,2020,1,4,3274
Potato,2020,1,5,3410
Potato,2020,1,6,3594
Potato,2020,1,7,3801
Potato,2020,1,8,3662
Potato,2020,1,9,3781
Potato,2020,1,10,3532
Potato,2020,1,11,3177
Potato,2020,1,12,3584
Potato,2020,1,13,3986
Potato,2020,1,14,3981
Potato,2020,1,15,3805
Potato,2020,1,16,3890
Potato,2020,1,17,3882
Potato,2020,1,18,3194
Potato,2020,1,19,3575
Potato,2020,1,20,3687
Potato,2020,1,21,4031
Potato,2020,1,22,4053
Potato,2020,1,23,4195
Potato,2020,1,24,3609
Potato,2020,1,25,3318
Potato,2020,1,26,3310
Potato,2020,1,27,3733
Potato,2020,1,28,3814
Potato,2020,1,29,4034
Potato,2020,1,30,3822
Potato,2020,1,31,3449
Potato,2020,2,1,2805
Potato,2020,2,2,3025
Potato,2020,2,3,3207
Potato,2020,2,4,3507
Potato,2020,2,5,3554
Potato,2020,2,6,3507
Potato,2020,2,7,3420
Potato,2020,2,8,2656
Potato,2020,2,9,3247
Potato,2020,2,10,3546
Potato,2020,2,11,3872
Potato,2020,2,12,3737
Potato,2020,2,13,3517
Potato,2020,2,14,3133
Potato,2020,2,15,2794
Potato,2020,2,16,3174
Potato,2020,2,17,3171
Potato,2020,2,18,3502
Potato,2020,2,19,3497
Potato,2020,2,20,3509
Potato,2020,2,21,3361
Potato,2020,2,22,2868
Potato,2020,2,23,3188
Potato,2020,2,24,3784
Potato,2020,2,25,3707
Yogurt,2019,12,28,1202
Yogurt,2019,12,29,1268
Yogurt,2019,12,30,1389
Yogurt,2019,12,31,1128
Yogurt,2020,1,1,1123
Yogurt,2020,1,2,1341
Yogurt,2020,1,3,1362
Yogurt,2020,1,4,1400
Yogurt,2020,1,5,1431
Yogurt,2020,1,6,1479
Yogurt,2020,1,7,1649
Yogurt,2020,1,8,1706
Yogurt,2020,1,9,1527
Yogurt,2020,1,10,1446
Yogurt,2020,1,11,1445
Yogurt,2020,1,12,1598
Yogurt,2020,1,13,1602
Yogurt,2020,1,14,1600
Yogurt,2020,1,15,1579
Yogurt,2020,1,16,1630
Yogurt,2020,1,17,1566
Yogurt,2020,1,18,1474
Yogurt,2020,1,19,1612
Yogurt,2020,1,20,1762
Yogurt,2020,1,21,1725
Yogurt,2020,1,22,1771
Yogurt,2020,1,23,1798
Yogurt,2020,1,24,1474
Yogurt,2020,1,25,1442
Yogurt,2020,1,26,1614
Yogurt,2020,1,27,1695
Yogurt,2020,1,28,1737
Yogurt,2020,1,29,1658
Yogurt,2020,1,30,1668
Yogurt,2020,1,31,1496
Yogurt,2020,2,1,1408
Yogurt,2020,2,2,1472
Yogurt,2020,2,3,1612
Yogurt,2020,2,4,1693
Yogurt,2020,2,5,1752
Yogurt,2020,2,6,1632
Yogurt,2020,2,7,1454
Yogurt,2020,2,8,1365
Yogurt,2020,2,9,1606
Yogurt,2020,2,10,1792
Yogurt,2020,2,11,1757
Yogurt,2020,2,12,1848
Yogurt,2020,2,13,1708
Yogurt,2020,2,14,1523
Yogurt,2020,2,15,1511
Yogurt,2020,2,16,1674
Yogurt,2020,2,17,1773
Yogurt,2020,2,18,1649
Yogurt,2020,2,19,1653
Yogurt,2020,2,20,1635
Yogurt,2020,2,21,1505
Yogurt,2020,2,22,1471
Yogurt,2020,2,23,1623
Yogurt,2020,2,24,1620
Yogurt,2020,2,25,1734
