item,year,month,day,views
Celery,2020,1,11,1042
Celery,2020,1,12,1144
Celery,2020,1,13,1059
Celery,2020,1,14,1139
Celery,2020,1,15,1127
Celery,2020,1,16,1073
Celery,2020,1,17,1070
Celery,2020,1,18,1090
Celery,2020,1,19,1108
Celery,2020,1,20,1131
Celery,2020,1,21,1123
Celery,2020,1,22,1107
Celery,2020,1,23,966
Celery,2020,1,24,880
Celery,2020,1,25,966
Celery,2020,1,26,1095
Celery,2020,1,27,1046
Celery,2020,1,28,1059
Celery,2020,1,29,1008
Celery,2020,1,30,1051
Celery,2020,1,31,917
Celery,2020,2,1,913
Celery,2020,2,2,1016
Celery,2020,2,3,1202
Celery,2020,2,4,1140
Celery,2020,2,5,958
Celery,2020,2,6,942
Celery,2020,2,7,888
Celery,2020,2,8,986
Celery,2020,2,9,1018
Celery,2020,2,10,1011
Celery,2020,2,11,976
Celery,2020,2,12,902
Celery,2020,2,13,887
Celery,2020,2,14,1006
Celery,2020,2,15,883
Celery,2020,2,16,948
Celery,2020,2,17,1014
Celery,2020,2,18,1022
Celery,2020,2,19,951
Celery,2020,2,20,992
Celery,2020,2,21,1033
Celery,2020,2,22,929
Celery,2020,2,23,1018
Celery,2020,2,24,1021
Celery,2020,2,25,1023
Cheese,2019,12,28,2141
Cheese,2019,12,29,2011
Cheese,2019,12,30,2035
Cheese,2019,12,31,2047
Cheese,2020,1,1,2018
Cheese,2020,1,2,2235
Cheese,2020,1,3,2222
Cheese,2020,1,4,2247
Cheese,2020,1,5,2253
Cheese,2020,1,6,2357
Cheese,2020,1,7,2544
Cheese,2020,1,8,2511
Cheese,2020,1,9,2400
Cheese,2020,1,10,2156
Cheese,2020,1,11,1851
Cheese,2020,1,12,2140
Cheese,2020,1,13,2376
Cheese,2020,1,14,2355
Cheese,2020,1,15,2253
Cheese,2020,1,16,2249
Cheese,2020,1,17,2133
Cheese,2020,1,18,2011
Cheese,2020,1,19,2174
Cheese,2020,1,20,2455
Cheese,2020,1,21,3169
Cheese,2020,1,22,2765
Cheese,2020,1,23,2388
Cheese,2020,1,24,2183
Cheese,2020,1,25,1964
Cheese,2020,1,26,1964
Cheese,2020,1,27,2254
Cheese,2020,1,28,2343
Cheese,2020,1,29,2385
Cheese,2020,1,30,2435
Cheese,2020,1,31,2112
Cheese,2020,2,1,1924
Cheese,2020,2,2,2000
Cheese,2020,2,3,2253
Cheese,2020,2,4,2446
Cheese,2020,2,5,2430
Cheese,2020,2,6,2348
Cheese,2020,2,7,2453
Cheese,2020,2,8,2022
Cheese,2020,2,9,2150
Cheese,2020,2,10,2407
Cheese,2020,2,11,2520
Cheese,2020,2,12,2452
Cheese,2020,2,13,2280
Cheese,2020,2,14,2206
Cheese,2020,2,15,1936
Cheese,2020,2,16,2159
Cheese,2020,2,17,2272
Cheese,2020,2,18,2520
Cheese,2020,2,19,2450
Cheese,2020,2,20,2375
Cheese,2020,2,21,2266
Cheese,2020,2,22,2066
Cheese,2020,2,23,2173
Cheese,2020,2,24,2504
Cheese,2020,2,25,2520
Chicken,2019,12,28,2903
Chicken,2019,12,29,2192
Chicken,2019,12,30,2111
Chicken,2019,12,31,1877
Chicken,2020,1,1,1999
Chicken,2020,1,2,2119
Chicken,2020,1,3,2119
Chicken,2020,1,4,2016
Chicken,2020,1,5,2122
Chicken,2020,1,6,2291
Chicken,2020,1,7,2432
Chicken,2020,1,8,2468
Chicken,2020,1,9,2597
Chicken,2020,1,10,2971
Chicken,2020,1,11,2207
Chicken,2020,1,12,2372
Chicken,2020,1,13,2506
Chicken,2020,1,14,2409
Chicken,2020,1,15,2515
Chicken,2020,1,16,2625
Chicken,2020,1,17,2379
Chicken,2020,1,18,2129
Chicken,2020,1,19,2363
Chicken,2020,1,20,2526
Chicken,2020,1,21,2519
Chicken,2020,1,22,2540
Chicken,2020,1,23,2575
Chicken,2020,1,24,2491
Chicken,2020,1,25,2341
Chicken,2020,1,26,2357
Chicken,2020,1,27,2444
Chicken,2020,1,28,2618
Chicken,2020,1,29,2625
Chicken,2020,1,30,2701
Chicken,2020,1,31,2465
Chicken,2020,2,1,2188
Chicken,2020,2,2,2425
Chicken,2020,2,3,2468
Chicken,2020,2,4,2445
Chicken,2020,2,5,2420
Chicken,2020,2,6,2383
Chicken,2020,2,7,2520
Chicken,2020,2,8,2078
Chicken,2020,2,9,2420
Chicken,2020,2,10,2487
Chicken,2020,2,11,2752
Chicken,2020,2,12,2755
Chicken,2020,2,13,2393
Chicken,2020,2,14,2298
Chicken,2020,2,15,2149
Chicken,2020,2,16,2213
Chicken,2020,2,17,2466
Chicken,2020,2,18,2560
Chicken,2020,2,19,2779
Chicken,2020,2,20,2532
Chicken,2020,2,21,2322
Chicken,2020,2,22,2150
Chicken,2020,2,23,2466
Chicken,2020,2,24,2522
Chicken,2020,2,25,2717
Clam,2019,12,28,665
Clam,2019,12,29,786
Clam,2019,12,30,730
Clam,2019,12,31,711
Clam,2020,1,1,664
Clam,2020,1,2,720
Clam,2020,1,3,687
Clam,2020,1,4,742
Clam,2020,1,5,737
Clam,2020,1,6,732
Clam,2020,1,7,727
Clam,2020,1,8,713
Clam,2020,1,9,734
Clam,2020,1,10,777
Clam,2020,1,11,673
Clam,2020,1,12,729
Clam,2020,1,13,742
Clam,2020,1,14,750
Clam,2020,1,15,812
Clam,2020,1,16,794
Clam,2020,1,17,763
Clam,2020,1,18,753
Clam,2020,1,19,757
Clam,2020,1,20,807
Clam,2020,1,21,805
Clam,2020,1,22,748
Clam,2020,1,23,771
Clam,2020,1,24,766
Clam,2020,1,25,772
Clam,2020,1,26,751
Clam,2020,1,27,753
Clam,2020,1,28,883
Clam,2020,1,29,936
Clam,2020,1,30,868
Clam,2020,1,31,736
Clam,2020,2,1,643
Clam,2020,2,2,658
Clam,2020,2,3,708
Clam,2020,2,4,734
Clam,2020,2,5,750
Clam,2020,2,6,664
Clam,2020,2,7,717
Clam,2020,2,8,687
Clam,2020,2,9,923
Clam,2020,2,10,795
Clam,2020,2,11,692
Clam,2020,2,12,787
Clam,2020,2,13,709
Clam,2020,2,14,668
Clam,2020,2,15,740
Clam,2020,2,16,713
Clam,2020,2,17,790
Clam,2020,2,18,789
Clam,2020,2,19,769
Clam,2020,2,20,736
Clam,2020,2,21,680
Clam,2020,2,22,611
Clam,2020,2,23,736
Clam,2020,2,24,704
Clam,2020,2,25,739
Cod,2019,12,28,1225
Cod,2019,12,29,1231
Cod,2019,12,30,1225
Cod,2019,12,31,1144
Cod,2020,1,1,1269
Cod,2020,1,2,1298
Cod,2020,1,3,1290
Cod,2020,1,4,1334
Cod,2020,1,5,1310
Cod,2020,1,6,1286
Cod,2020,1,7,1241
Cod,2020,1,8,1217
Cod,2020,1,9,1231
Cod,2020,1,10,1393
Cod,2020,1,11,1156
Cod,2020,1,12,1340
Cod,2020,1,13,1214
Cod,2020,1,14,1219
Cod,2020,1,15,1287
Cod,2020,1,16,1275
Cod,2020,1,17,1234
Cod,2020,1,18,1216
Cod,2020,1,19,1402
Cod,2020,1,20,1241
Cod,2020,1,21,1213
Cod,2020,1,22,1253
Cod,2020,1,23,1277
Cod,2020,1,24,1227
Cod,2020,1,25,1220
Cod,2020,1,26,1214
Cod,2020,1,27,1317
Cod,2020,1,28,1277
Cod,2020,1,29,1258
Cod,2020,1,30,1197
Cod,2020,1,31,1262
Cod,2020,2,1,1209
Cod,2020,2,2,1076
Cod,2020,2,3,1075
Cod,2020,2,4,1175
Cod,2020,2,5,1226
Cod,2020,2,6,1150
Cod,2020,2,7,1186
Cod,2020,2,8,1254
Cod,2020,2,9,1344
Cod,2020,2,10,1329
Cod,2020,2,11,1327
Cod,2020,2,12,1303
Cod,2020,2,13,1188
Cod,2020,2,14,1237
Cod,2020,2,15,1296
Cod,2020,2,16,1270
Cod,2020,2,17,1237
Cod,2020,2,18,1296
Cod,2020,2,19,1316
Cod,2020,2,20,1219
Cod,2020,2,21,2431
Cod,2020,2,22,1905
Cod,2020,2,23,1992
Cod,2020,2,24,1705
Cod,2020,2,25,1548
Corn,2019,12,28,1836
Corn,2019,12,29,1975
Corn,2019,12,30,1958
Corn,2019,12,31,1874
Corn,2020,1,1,2905
Corn,2020,1,2,2923
Corn,2020,1,3,2273
Corn,2020,1,4,2181
Corn,2020,1,5,2414
Corn,2020,1,6,2483
Corn,2020,1,7,2500
Corn,2020,1,8,2378
Corn,2020,1,9,2381
Corn,2020,1,10,2255
Corn,2020,1,11,2071
Corn,2020,1,12,2229
Corn,2020,1,13,2318
Corn,2020,1,14,2403
Corn,2020,1,15,2441
Corn,2020,1,16,2361
Corn,2020,1,17,2320
Corn,2020,1,18,2240
Corn,2020,1,19,2429
Corn,2020,1,20,2688
Corn,2020,1,21,2825
Corn,2020,1,22,2859
Corn,2020,1,23,3419
Corn,2020,1,24,2401
Corn,2020,1,25,2209
Corn,2020,1,26,2273
Corn,2020,1,27,2746
Corn,2020,1,28,2652
Corn,2020,1,29,2931
Corn,2020,1,30,2633
Corn,2020,1,31,2279
Corn,2020,2,1,2082
Corn,2020,2,2,2487
Corn,2020,2,3,2547
Corn,2020,2,4,2615
Corn,2020,2,5,2837
Corn,2020,2,6,2729
Corn,2020,2,7,2723
Corn,2020,2,8,2233
Corn,2020,2,9,2601
Corn,2020,2,10,2953
Corn,2020,2,11,3003
Corn,2020,2,12,2738
Corn,2020,2,13,2699
Corn,2020,2,14,2336
Corn,2020,2,15,2174
Corn,2020,2,16,2500
Corn,2020,2,17,2664
Corn,2020,2,18,2686
Corn,2020,2,19,2744
Corn,2020,2,20,2766
Corn,2020,2,21,2397
Corn,2020,2,22,2379
Corn,2020,2,23,2662
Corn,2020,2,24,2976
Corn,2020,2,25,2873
Cucumber,2019,12,28,986
Cucumber,2019,12,29,944
Cucumber,2019,12,30,1058
Cucumber,2019,12,31,982
Cucumber,2020,1,1,917
Cucumber,2020,1,2,1106
Cucumber,2020,1,3,1069
Cucumber,2020,1,4,1019
Cucumber,2020,1,5,1152
Cucumber,2020,1,6,1133
Cucumber,2020,1,7,1345
Cucumber,2020,1,8,1228
Cucumber,2020,1,9,1250
Cucumber,2020,1,10,1089
Cucumber,2020,1,11,1039
Cucumber,2020,1,12,1155
Cucumber,2020,1,13,1209
Cucumber,2020,1,14,1208
Cucumber,2020,1,15,1310
Cucumber,2020,1,16,1270
Cucumber,2020,1,17,1207
Cucumber,2020,1,18,1134
Cucumber,2020,1,19,1205
Cucumber,2020,1,20,1317
Cucumber,2020,1,21,1342
Cucumber,2020,1,22,1358
Cucumber,2020,1,23,1440
Cucumber,2020,1,24,1202
Cucumber,2020,1,25,1135
Cucumber,2020,1,26,1348
Cucumber,2020,1,27,1356
Cucumber,2020,1,28,1275
Cucumber,2020,1,29,1280
Cucumber,2020,1,30,1285
Cucumber,2020,1,31,1241
Cucumber,2020,2,1,1133
Cucumber,2020,2,2,1199
Cucumber,2020,2,3,1293
Cucumber,2020,2,4,1336
Cucumber,2020,2,5,1359
Cucumber,2020,2,6,1243
Cucumber,2020,2,7,1284
Cucumber,2020,2,8,1209
Cucumber,2020,2,9,1162
Cucumber,2020,2,10,1353
Cucumber,2020,2,11,1265
Cucumber,2020,2,12,1267
Cucumber,2020,2,13,1270
Cucumber,2020,2,14,1149
Cucumber,2020,2,15,1098
Cucumber,2020,2,16,1242
Cucumber,2020,2,17,1306
Cucumber,2020,2,18,1416
Cucumber,2020,2,19,1244
Cucumber,2020,2,20,1521
Cucumber,2020,2,21,1204
Cucumber,2020,2,22,1154
Cucumber,2020,2,23,1291
Cucumber,2020,2,24,1333
Cucumber,2020,2,25,1350
Duck,2019,12,28,1035
Duck,2019,12,29,1082
Duck,2019,12,30,1061
Duck,2019,12,31,1048
Duck,2020,1,1,1031
Duck,2020,1,2,1134
Duck,2020,1,3,1102
Duck,2020,1,4,1103
Duck,2020,1,5,1236
Duck,2020,1,6,1525
Duck,2020,1,7,1424
Duck,2020,1,8,1364
Duck,2020,1,9,1320
Duck,2020,1,10,1435
Duck,2020,1,11,1136
Duck,2020,1,12,1315
Duck,2020,1,13,1427
Duck,2020,1,14,1330
Duck,2020,1,15,1395
Duck,2020,1,16,1536
Duck,2020,1,17,1299
Duck,2020,1,18,1335
Duck,2020,1,19,1341
Duck,2020,1,20,1359
Duck,2020,1,21,1395
Duck,2020,1,22,1451
Duck,2020,1,23,1426
Duck,2020,1,24,1373
Duck,2020,1,25,1311
Duck,2020,1,26,1303
Duck,2020,1,27,1415
Duck,2020,1,28,1372
Duck,2020,1,29,1359
Duck,2020,1,30,1360
Duck,2020,1,31,1210
Duck,2020,2,1,1115
Duck,2020,2,2,17024
Duck,2020,2,3,2098
Duck,2020,2,4,1531
Duck,2020,2,5,1386
Duck,2020,2,6,1369
Duck,2020,2,7,1343
Duck,2020,2,8,1246
Duck,2020,2,9,1504
Duck,2020,2,10,1468
Duck,2020,2,11,1437
Duck,2020,2,12,1447
Duck,2020,2,13,1428
Duck,2020,2,14,1323
Duck,2020,2,15,1255
Duck,2020,2,16,1501
Duck,2020,2,17,1471
Duck,2020,2,18,1406
Duck,2020,2,19,1450
Duck,2020,2,20,1347
Duck,2020,2,21,1364
Duck,2020,2,22,1161
Duck,2020,2,23,1419
Duck,2020,2,24,1388
Duck,2020,2,25,1622
Flounder,2019,12,28,488
Flounder,2019,12,29,597
Flounder,2019,12,30,599
Flounder,2019,12,31,554
Flounder,2020,1,1,564
Flounder,2020,1,2,740
Flounder,2020,1,3,792
Flounder,2020,1,4,679
Flounder,2020,1,5,656
Flounder,2020,1,6,498
Flounder,2020,1,7,543
Flounder,2020,1,8,543
Flounder,2020,1,9,555
Flounder,2020,1,10,596
Flounder,2020,1,11,596
Flounder,2020,1,12,645
Flounder,2020,1,13,608
Flounder,2020,1,14,485
Flounder,2020,1,15,516
Flounder,2020,1,16,544
Flounder,2020,1,17,558
Flounder,2020,1,18,544
Flounder,2020,1,19,575
Flounder,2020,1,20,552
Flounder,2020,1,21,533
Flounder,2020,1,22,547
Flounder,2020,1,23,543
Flounder,2020,1,24,526
Flounder,2020,1,25,513
Flounder,2020,1,26,522
Flounder,2020,1,27,517
Flounder,2020,1,28,528
Flounder,2020,1,29,559
Flounder,2020,1,30,516
Flounder,2020,1,31,475
Flounder,2020,2,1,443
Flounder,2020,2,2,420
Flounder,2020,2,3,412
Flounder,2020,2,4,372
Flounder,2020,2,5,423
Flounder,2020,2,6,461
Flounder,2020,2,7,458
Flounder,2020,2,8,445
Flounder,2020,2,9,473
Flounder,2020,2,10,421
Flounder,2020,2,11,423
Flounder,2020,2,12,417
Flounder,2020,2,13,458
Flounder,2020,2,14,438
Flounder,2020,2,15,448
Flounder,2020,2,16,459
Flounder,2020,2,17,462
Flounder,2020,2,18,474
Flounder,2020,2,19,485
Flounder,2020,2,20,408
Flounder,2020,2,21,481
Flounder,2020,2,22,448
Flounder,2020,2,23,527
Flounder,2020,2,24,546
Flounder,2020,2,25,546
Grapefruit,2019,12,28,1254
Grapefruit,2019,12,29,1293
Grapefruit,2019,12,30,1291
Grapefruit,2019,12,31,1188
Grapefruit,2020,1,1,1167
Grapefruit,2020,1,2,2359
Grapefruit,2020,1,3,1863
Grapefruit,2020,1,4,1437
Grapefruit,2020,1,5,1527
Grapefruit,2020,1,6,1602
Grapefruit,2020,1,7,1446
Grapefruit,2020,1,8,1364
Grapefruit,2020,1,9,1434
Grapefruit,2020,1,10,1384
Grapefruit,2020,1,11,1425
Grapefruit,2020,1,12,1576
Grapefruit,2020,1,13,1471
Grapefruit,2020,1,14,1474
Grapefruit,2020,1,15,1495
Grapefruit,2020,1,16,1470
Grapefruit,2020,1,17,1540
Grapefruit,2020,1,18,1435
Grapefruit,2020,1,19,1519
Grapefruit,2020,1,20,1556
Grapefruit,2020,1,21,1523
Grapefruit,2020,1,22,1459
Grapefruit,2020,1,23,1539
Grapefruit,2020,1,24,1478
Grapefruit,2020,1,25,1473
Grapefruit,2020,1,26,1310
Grapefruit,2020,1,27,1470
Grapefruit,2020,1,28,1520
Grapefruit,2020,1,29,1400
Grapefruit,2020,1,30,1562
Grapefruit,2020,1,31,1300
Grapefruit,2020,2,1,1274
Grapefruit,2020,2,2,1389
Grapefruit,2020,2,3,1354
Grapefruit,2020,2,4,1384
Grapefruit,2020,2,5,1360
Grapefruit,2020,2,6,1358
Grapefruit,2020,2,7,1188
Grapefruit,2020,2,8,1259
Grapefruit,2020,2,9,1352
Grapefruit,2020,2,10,1329
Grapefruit,2020,2,11,1334
Grapefruit,2020,2,12,1444
Grapefruit,2020,2,13,1309
Grapefruit,2020,2,14,1141
Grapefruit,2020,2,15,1252
Grapefruit,2020,2,16,1384
Grapefruit,2020,2,17,1320
Grapefruit,2020,2,18,1247
Grapefruit,2020,2,19,1285
Grapefruit,2020,2,20,1341
Grapefruit,2020,2,21,1240
Grapefruit,2020,2,22,1288
Grapefruit,2020,2,23,1456
Grapefruit,2020,2,24,1351
Grapefruit,2020,2,25,1545
Grape,2019,12,28,969
Grape,2019,12,29,943
Grape,2019,12,30,1045
Grape,2019,12,31,1020
Grape,2020,1,1,1030
Grape,2020,1,2,1133
Grape,2020,1,3,1106
Grape,2020,1,4,1057
Grape,2020,1,5,1131
Grape,2020,1,6,1229
Grape,2020,1,7,1186
Grape,2020,1,8,1149
Grape,2020,1,9,1179
Grape,2020,1,10,1102
Grape,2020,1,11,999
Grape,2020,1,12,1353
Grape,2020,1,13,1402
Grape,2020,1,14,1241
Grape,2020,1,15,1203
Grape,2020,1,16,1210
Grape,2020,1,17,1247
Grape,2020,1,18,1136
Grape,2020,1,19,1219
Grape,2020,1,20,1377
Grape,2020,1,21,1397
Grape,2020,1,22,1322
Grape,2020,1,23,1545
Grape,2020,1,24,1209
Grape,2020,1,25,1202
Grape,2020,1,26,1198
Grape,2020,1,27,1317
Grape,2020,1,28,1361
Grape,2020,1,29,1332
Grape,2020,1,30,1314
Grape,2020,1,31,1131
Grape,2020,2,1,1152
Grape,2020,2,2,1208
Grape,2020,2,3,1477
Grape,2020,2,4,1465
Grape,2020,2,5,1467
Grape,2020,2,6,1405
Grape,2020,2,7,1291
Grape,2020,2,8,1163
Grape,2020,2,9,1258
Grape,2020,2,10,1340
Grape,2020,2,11,1435
Grape,2020,2,12,1397
Grape,2020,2,13,1361
Grape,2020,2,14,1215
Grape,2020,2,15,1183
Grape,2020,2,16,1368
Grape,2020,2,17,1441
Grape,2020,2,18,1438
Grape,2020,2,19,1496
Grape,2020,2,20,1337
Grape,2020,2,21,1359
Grape,2020,2,22,1174
Grape,2020,2,23,1364
Grape,2020,2,24,1485
Grape,2020,2,25,1530
Halibut,2019,12,28,696
Halibut,2019,12,29,847
Halibut,2019,12,30,741
Halibut,2019,12,31,785
Halibut,2020,1,1,798
Halibut,2020,1,2,974
Halibut,2020,1,3,915
Halibut,2020,1,4,826
Halibut,2020,1,5,833
Halibut,2020,1,6,770
Halibut,2020,1,7,715
Halibut,2020,1,8,777
Halibut,2020,1,9,755
Halibut,2020,1,10,661
Halibut,2020,1,11,738
Halibut,2020,1,12,791
Halibut,2020,1,13,712
Halibut,2020,1,14,711
Halibut,2020,1,15,719
Halibut,2020,1,16,727
Halibut,2020,1,17,672
Halibut,2020,1,18,789
Halibut,2020,1,19,831
Halibut,2020,1,20,708
Halibut,2020,1,21,745
Halibut,2020,1,22,674
Halibut,2020,1,23,961
Halibut,2020,1,24,756
Halibut,2020,1,25,787
Halibut,2020,1,26,744
Halibut,2020,1,27,704
Halibut,2020,1,28,721
Halibut,2020,1,29,708
Halibut,2020,1,30,641
Halibut,2020,1,31,656
Halibut,2020,2,1,729
Halibut,2020,2,2,702
Halibut,2020,2,3,606
Halibut,2020,2,4,675
Halibut,2020,2,5,689
Halibut,2020,2,6,644
Halibut,2020,2,7,673
Halibut,2020,2,8,778
Halibut,2020,2,9,767
Halibut,2020,2,10,694
Halibut,2020,2,11,684
Halibut,2020,2,12,645
Halibut,2020,2,13,674
Halibut,2020,2,14,829
Halibut,2020,2,15,937
Halibut,2020,2,16,925
Halibut,2020,2,17,733
Halibut,2020,2,18,708
Halibut,2020,2,19,874
Halibut,2020,2,20,659
Halibut,2020,2,21,731
Halibut,2020,2,22,767
Halibut,2020,2,23,807
Halibut,2020,2,24,738
Halibut,2020,2,25,717
Haddock,2019,12,28,758
Haddock,2019,12,29,722
Haddock,2019,12,30,682
Haddock,2019,12,31,729
Haddock,2020,1,1,625
Haddock,2020,1,2,644
Haddock,2020,1,3,698
Haddock,2020,1,4,706
Haddock,2020,1,5,645
Haddock,2020,1,6,662
Haddock,2020,1,7,625
Haddock,2020,1,8,636
Haddock,2020,1,9,633
Haddock,2020,1,10,653
Haddock,2020,1,11,705
Haddock,2020,1,12,789
Haddock,2020,1,13,651
Haddock,2020,1,14,631
Haddock,2020,1,15,617
Haddock,2020,1,16,703
Haddock,2020,1,17,670
Haddock,2020,1,18,798
Haddock,2020,1,19,760
Haddock,2020,1,20,689
Haddock,2020,1,21,695
Haddock,2020,1,22,708
Haddock,2020,1,23,680
Haddock,2020,1,24,706
Haddock,2020,1,25,744
Haddock,2020,1,26,686
Haddock,2020,1,27,645
Haddock,2020,1,28,676
Haddock,2020,1,29,640
Haddock,2020,1,30,690
Haddock,2020,1,31,760
Haddock,2020,2,1,795
Haddock,2020,2,2,659
Haddock,2020,2,3,598
Haddock,2020,2,4,630
Haddock,2020,2,5,650
Haddock,2020,2,6,593
Haddock,2020,2,7,661
Haddock,2020,2,8,731
Haddock,2020,2,9,725
Haddock,2020,2,10,640
Haddock,2020,2,11,654
Haddock,2020,2,12,643
Haddock,2020,2,13,616
Haddock,2020,2,14,660
Haddock,2020,2,15,688
Haddock,2020,2,16,706
Haddock,2020,2,17,623
Haddock,2020,2,18,651
Haddock,2020,2,19,1123
Haddock,2020,2,20,657
Haddock,2020,2,21,748
Haddock,2020,2,22,779
Haddock,2020,2,23,755
Haddock,2020,2,24,674
Haddock,2020,2,25,695
Kiwi,2019,12,28,1586
Kiwi,2019,12,29,1680
Kiwi,2019,12,30,5641
Kiwi,2019,12,31,1582
Kiwi,2020,1,1,1612
Kiwi,2020,1,2,1700
Kiwi,2020,1,3,1609
Kiwi,2020,1,4,1877
Kiwi,2020,1,5,1891
Kiwi,2020,1,6,1786
Kiwi,2020,1,7,1741
Kiwi,2020,1,8,1785
Kiwi,2020,1,9,1901
Kiwi,2020,1,10,1853
Kiwi,2020,1,11,1852
Kiwi,2020,1,12,2138
Kiwi,2020,1,13,1974
Kiwi,2020,1,14,2029
Kiwi,2020,1,15,2047
Kiwi,2020,1,16,1984
Kiwi,2020,1,17,1803
Kiwi,2020,1,18,1850
Kiwi,2020,1,19,2725
Kiwi,2020,1,20,2076
Kiwi,2020,1,21,2153
Kiwi,2020,1,22,2031
Kiwi,2020,1,23,2059
Kiwi,2020,1,24,3408
Kiwi,2020,1,25,1927
Kiwi,2020,1,26,2270
Kiwi,2020,1,27,2061
Kiwi,2020,1,28,2096
Kiwi,2020,1,29,2172
Kiwi,2020,1,30,1973
Kiwi,2020,1,31,1758
Kiwi,2020,2,1,1828
Kiwi,2020,2,2,2045
Kiwi,2020,2,3,1874
Kiwi,2020,2,4,1843
Kiwi,2020,2,5,1951
Kiwi,2020,2,6,1767
Kiwi,2020,2,7,1806
Kiwi,2020,2,8,1786
Kiwi,2020,2,9,1962
Kiwi,2020,2,10,1909
Kiwi,2020,2,11,1888
Kiwi,2020,2,12,2113
Kiwi,2020,2,13,1948
Kiwi,2020,2,14,1667
Kiwi,2020,2,15,1761
Kiwi,2020,2,16,1963
Kiwi,2020,2,17,1954
Kiwi,2020,2,18,1823
Kiwi,2020,2,19,1769
Kiwi,2020,2,20,1750
Kiwi,2020,2,21,1740
Kiwi,2020,2,22,1863
Kiwi,2020,2,23,1983
Kiwi,2020,2,24,1790
Kiwi,2020,2,25,1814
Lamb,2019,12,28,1775
Lamb,2019,12,29,1743
Lamb,2019,12,30,1796
Lamb,2019,12,31,1649
Lamb,2020,1,1,1766
Lamb,2020,1,2,1965
Lamb,2020,1,3,1755
Lamb,2020,1,4,1800
Lamb,2020,1,5,1856
Lamb,2020,1,6,2054
Lamb,2020,1,7,2229
Lamb,2020,1,8,2145
Lamb,2020,1,9,2110
Lamb,2020,1,10,2038
Lamb,2020,1,11,1847
Lamb,2020,1,12,2032
Lamb,2020,1,13,2025
Lamb,2020,1,14,2019
Lamb,2020,1,15,2037
Lamb,2020,1,16,2091
Lamb,2020,1,17,1982
Lamb,2020,1,18,2072
Lamb,2020,1,19,2250
Lamb,2020,1,20,2234
Lamb,2020,1,21,2180
Lamb,2020,1,22,2249
Lamb,2020,1,23,2173
Lamb,2020,1,24,2034
Lamb,2020,1,25,2085
Lamb,2020,1,26,2227
Lamb,2020,1,27,2153
Lamb,2020,1,28,2247
Lamb,2020,1,29,2684
Lamb,2020,1,30,2302
Lamb,2020,1,31,2158
Lamb,2020,2,1,2122
Lamb,2020,2,2,2079
Lamb,2020,2,3,1909
Lamb,2020,2,4,2164
Lamb,2020,2,5,2302
Lamb,2020,2,6,2272
Lamb,2020,2,7,2160
Lamb,2020,2,8,2060
Lamb,2020,2,9,2030
Lamb,2020,2,10,2126
Lamb,2020,2,11,2168
Lamb,2020,2,12,2103
Lamb,2020,2,13,2110
Lamb,2020,2,14,1913
Lamb,2020,2,15,1907
Lamb,2020,2,16,2097
Lamb,2020,2,17,1986
Lamb,2020,2,18,2116
Lamb,2020,2,19,2108
Lamb,2020,2,20,1974
Lamb,2020,2,21,1831
Lamb,2020,2,22,2142
Lamb,2020,2,23,2430
Lamb,2020,2,24,2100
Lamb,2020,2,25,2059
Lemon,2019,12,28,1477
Lemon,2019,12,29,1576
Lemon,2019,12,30,1433
Lemon,2019,12,31,1422
Lemon,2020,1,1,1440
Lemon,2020,1,2,1584
Lemon,2020,1,3,1577
Lemon,2020,1,4,1486
Lemon,2020,1,5,1726
Lemon,2020,1,6,1715
Lemon,2020,1,7,1719
Lemon,2020,1,8,1760
Lemon,2020,1,9,1871
Lemon,2020,1,10,1456
Lemon,2020,1,11,1513
Lemon,2020,1,12,2706
Lemon,2020,1,13,1709
Lemon,2020,1,14,1665
Lemon,2020,1,15,1769
Lemon,2020,1,16,1999
Lemon,2020,1,17,1738
Lemon,2020,1,18,1585
Lemon,2020,1,19,1826
Lemon,2020,1,20,1830
Lemon,2020,1,21,1877
Lemon,2020,1,22,1757
Lemon,2020,1,23,1710
Lemon,2020,1,24,1688
Lemon,2020,1,25,1524
Lemon,2020,1,26,1559
Lemon,2020,1,27,1798
Lemon,2020,1,28,1805
Lemon,2020,1,29,1827
Lemon,2020,1,30,1770
Lemon,2020,1,31,1771
Lemon,2020,2,1,1567
Lemon,2020,2,2,1843
Lemon,2020,2,3,1798
Lemon,2020,2,4,1816
Lemon,2020,2,5,1972
Lemon,2020,2,6,1976
Lemon,2020,2,7,1725
Lemon,2020,2,8,2026
Lemon,2020,2,9,1993
Lemon,2020,2,10,1883
Lemon,2020,2,11,1766
Lemon,2020,2,12,1823
Lemon,2020,2,13,1772
Lemon,2020,2,14,1643
Lemon,2020,2,15,1471
Lemon,2020,2,16,1836
Lemon,2020,2,17,1894
Lemon,2020,2,18,1789
Lemon,2020,2,19,1740
Lemon,2020,2,20,1643
Lemon,2020,2,21,1650
Lemon,2020,2,22,1506
Lemon,2020,2,23,1711
Lemon,2020,2,24,1948
Lemon,2020,2,25,1875
Lettuce,2019,12,28,825
Lettuce,2019,12,29,802
Lettuce,2019,12,30,840
Lettuce,2019,12,31,768
Lettuce,2020,1,1,795
Lettuce,2020,1,2,862
Lettuce,2020,1,3,912
Lettuce,2020,1,4,919
Lettuce,2020,1,5,874
Lettuce,2020,1,6,1031
Lettuce,2020,1,7,1039
