fips,population,pop_change_2018,unemployment_rate,median_hh_income,pct_below_povert,feb_temp_avg,aug_temp_avg,prc_bachelors,physicians_per_pop
23005,293557,1213,2.7,71586,8,-5.5,19.8,46.7,330.2
23007,29897,45,4,49561,20.4,-9.3,17,25.4,330.2
23009,54811,214,3.8,52148,15.9,-5.9,19.2,32.3,330.2
23011,122083,154,3.2,52154,15,-6.1,19.6,27.1,330.2
23013,39771,-98,3.2,56678,16.1,-5.4,19.1,31,330.2
23015,34342,152,3.3,56211,16.8,-5.1,19.3,32.7,330.2
23017,57618,188,4,44243,26.3,-7.9,18.1,19,330.2
23019,151096,-94,3.8,47840,17.1,-8.2,18.7,27.1,330.2
23021,16800,-1,4.2,40066,23.8,-10.2,17.4,18.3,330.2
23023,35634,211,2.7,65969,13,-5.1,19.7,35.5,330.2
23025,50592,171,4.8,43755,21.1,-9.8,17.3,16.5,330.2
23027,39694,-106,3.5,49482,20.2,-6.3,19.2,29.6,330.2
23029,31490,-50,4.9,39522,26.8,-6.1,18.7,20.8,330.2
23031,206229,1716,3,65984,10.5,-4.8,19.9,31.4,330.2
24001,70975,-411,5.5,43535,21.3,1.9,22.1,18.3,386
24003,576031,4439,3.3,97051,9.6,3.7,25.6,40.9,386
24005,828431,-172,4,75836,13,1.9,24.3,38.6,386
24009,92003,638,3.5,106270,6.6,4,25.4,31.1,386
24011,33304,196,3.8,56627,19.9,3.7,25,16.9,386
24013,168429,809,3.2,95956,6.1,1.4,23.1,35.6,386
24015,102826,253,4.4,72739,12.8,1.5,24.7,22.8,386
24017,161503,2052,3.9,92616,9.3,4.6,25.6,28.9,386
24019,31998,-147,5.2,48682,27,4.4,25.6,20.8,386
24021,255648,4689,3.5,95196,7.4,1.8,23.2,40.6,386
24023,29163,-98,4.8,49147,18.4,0.6,19.6,20.1,386
24025,253956,2066,3.6,87959,9.7,1.1,24.6,35.8,386
24027,323196,3822,3,116719,6.2,2.6,23.8,61.4,386
24029,19383,-54,4.3,55514,19.2,2,25.3,34.2,386
24031,1052567,4323,3.2,107758,8.4,2.9,23.9,59,386
24033,909308,507,4.1,82445,12,3.8,25,32.7,386
24035,50251,584,3.3,93751,8.6,2.8,25.2,34.9,386
24037,112664,251,3.8,89964,10.6,4.4,25.5,31.5,386
24039,25675,-238,6.9,42098,31.4,5.5,25.8,15.7,386
24041,36968,-52,3.7,64245,14.6,3.8,25.6,38.6,386
24043,150926,638,4.3,62556,16.5,1.7,23.3,21.4,386
24045,103195,832,5.2,54313,20.1,5.1,25.4,26.8,386
24047,51823,246,8,59266,17.7,5.7,25.3,30.4,386
24510,602495,-7346,5.7,50501,26.1,3.2,25.7,31.2,386
25001,213413,-69,4.3,69001,9.9,0.4,21.8,42.8,449.5
25003,126348,-137,4,58375,15.9,-4.1,19,33.4,449.5
25005,564022,3451,4.3,66005,14.3,-0.2,22.2,28,449.5
25007,17352,31,4.6,70224,11.7,0.6,22,44.2,449.5
25009,790638,5478,3.4,76373,13.3,-1.6,21.2,39.4,449.5
25011,70963,176,3,58992,14.5,-3.3,20.3,37.2,449.5
25013,470406,2138,4.6,52682,25.8,-2.3,20.8,27.2,449.5
25015,161355,117,3,74456,9.4,-3.1,20.5,46.5,449.5
25017,1614714,9720,2.7,100374,8,-1.6,21.7,55.2,449.5
25019,11327,57,4.4,97525,5.6,0.7,21.2,51.7,449.5
25021,705388,4071,3,100184,5.9,-0.6,22.1,53,449.5
25023,518132,3163,3.5,89678,7.3,-0.2,22.1,36.7,449.5
25025,807252,5797,3,68743,24.1,-0.3,22.3,44.8,449.5
25027,830839,4910,3.5,71767,10.8,-2.4,20.7,35.9,449.5
26001,10362,39,6.6,39862,31.6,-7.1,18.5,15.7,287
26003,9097,-40,7.8,47441,18.5,-9.8,17.3,17.4,287
26005,117327,894,3.3,62247,13.6,-3.6,20.6,22.7,287
26007,28360,-78,5.1,42792,22.6,-7.2,18.6,17.5,287
26009,23365,96,5.6,56456,18.7,-6.9,18.3,28.2,287
26011,15041,8,7.1,42540,24.1,-5.8,19.9,11.8,287
26013,8320,-118,6.1,43435,21,-12.3,16.3,14.5,287
26015,61157,528,3.4,64121,10.8,-4.1,20.4,20.1,287
26017,103923,-266,4.8,50576,24.8,-4.8,20.6,18.9,287
26019,17753,149,5.5,51905,15.7,-5.9,18.9,29.3,287
26021,154141,-221,4.3,51509,21.1,-2.7,20.7,27.7,287
26023,43622,199,3.7,50477,21.2,-3,20.9,14.2,287
26025,134487,129,4.2,48413,27.6,-3.3,20.8,21.2,287
26027,51653,200,4.1,55978,17.3,-3.1,20.5,19.1,287
26029,26244,25,4.7,54491,16,-7.2,18.3,31,287
26031,25413,15,9.2,48589,25.9,-8,17.9,20.5,287
26033,37517,-197,6.6,47380,22.4,-9.8,17.5,21,287
26035,30757,160,6.1,39394,32.4,-6.4,18.7,12.1,287
26037,79332,783,3.2,70967,8.6,-4.3,20.9,31.4,287
26039,13901,-16,6,46930,26.1,-7.3,17.8,18.8,287
26041,35857,-39,5.3,49292,17.4,-9.6,17.9,21.5,287
26043,25383,-45,3.8,52348,15.1,-11.8,17,26.5,287
26045,109826,349,3.5,66716,12.2,-3.9,20.6,26.8,287
26047,33308,181,5.9,58891,11.4,-7.7,18.1,33.7,287
26049,406892,-781,4.9,48370,28.9,-4.1,21.2,20.9,287
26051,25337,100,5.6,44635,26.8,-6,19.5,13.8,287
26053,15096,-242,5.1,39934,26.8,-13.2,16.3,19.8,287
26055,92573,777,3.7,64591,11.5,-6.1,18.7,35.1,287
26057,40599,-412,4.7,48988,20.8,-4.3,20.7,14,287
26059,45749,-94,4,50388,20,-3.2,20.7,17,287
26061,36219,-178,5.1,42282,15.5,-11.6,17,33.2,287
26063,31166,-105,4.6,45817,18.4,-5,19.9,15.5,287
26065,292735,408,3.6,52837,19.1,-3.8,20.7,38.5,287
26067,64210,-19,3.4,61667,12.4,-4.4,20.5,16.1,287
26069,25081,-41,6.4,41256,27.5,-6.4,19.2,16.3,287
26071,11117,-2,5.6,40959,24.7,-13.1,16.1,18.8,287
26073,70562,-563,3.9,47056,16.8,-5,19.9,29.2,287
26075,158823,133,3.9,52047,19.9,-3.2,20.7,21.4,287
26077,264870,1869,3.4,55881,16.5,-3.4,20.7,38.1,287
26079,17824,229,5.9,46068,21.8,-7,18.1,11.9,287
26081,653786,4555,3,61675,14.6,-4.4,20.4,35.2,287
26083,2113,11,6.9,51641,18.6,-11,17.2,30.4,287
26085,11881,-103,6.9,36044,36.4,-6.1,18.7,11.3,287
26087,88028,-155,5.2,65209,13.9,-4.3,21,17.8,287
26089,21764,88,4.2,67349,10.6,-5.6,19,42.8,287
26091,98266,-216,4.1,55762,14,-2.3,21.4,20.9,287
26093,191224,1338,3.3,84048,5.5,-3.8,20.9,34.8,287
26095,6283,-75,6.2,43196,26.8,-10.3,17,16.3,287
26097,10787,31,9.7,46645,20.8,-9.5,17.6,21.8,287
26099,874759,2783,4,62191,16,-3.1,22.1,24.5,287
26101,24528,107,5.7,47401,21.9,-5.9,18.8,20,287
26103,66516,-49,4.9,54093,14.8,-11.7,16.7,31.5,287
26105,29100,77,4.9,51083,18.6,-5.5,18.9,23.2,287
26107,43545,187,5,45804,20.7,-6,19,21.9,287
26109,22983,-24,4,46486,17.3,-10.3,17.7,16.7,287
26111,83209,-36,4,58057,13.5,-4.7,20.4,34,287
26113,15113,82,5,48413,21.1,-6.9,18.1,13.2,287
26115,150439,847,4.2,62522,13.5,-1.7,22.3,19.1,287
26117,63968,424,4.2,50396,19.9,-5.1,19.9,13,287
26119,9265,36,8.6,40650,32.2,-7.7,17.8,12.8,287
26121,173588,-68,4.5,49960,21.9,-4.2,20.3,19.1,287
26123,48892,567,4.3,48860,23,-5.5,19.3,15.9,287
26125,1259201,3019,3.3,80319,9.6,-3.7,21.3,46.4,287
26127,26625,167,6.1,50374,23.3,-5,19.3,18.8,287
26129,20952,8,7,41201,26.6,-7,18.7,12.1,287
26131,5795,-80,7.8,40798,25,-12.6,16.8,17.5,287
26133,23341,87,4.4,45607,25.2,-6.8,18.2,13.8,287
26135,8276,13,6.4,38927,28.2,-7.6,18.1,10.7,287
26137,24665,96,5.2,51292,16.3,-8.1,17.2,24.2,287
26139,290494,3572,2.8,70420,5.7,-3.8,20.7,33.5,287
26141,12738,-32,8,45502,23.2,-7.7,18.1,17.3,287
26143,23884,109,7.8,38613,33.3,-6.9,18.3,14.9,287
26145,190800,-1196,4.8,48805,23.9,-4.4,20.9,21.1,287
26147,159337,124,4.7,56557,19.6,-3.3,21.7,18.3,287
26149,61043,224,3.7,52689,17.9,-3.2,20.7,15.7,287
26151,41182,-37,5.1,46184,22,-4.6,20.5,14.2,287
26153,8068,22,7.1,44887,22,-9.6,17.7,15.8,287
26155,68192,-267,4.3,54149,15.3,-4.4,21,17.2,287
26157,52516,-278,5.5,51113,17.8,-4.6,20.6,13.6,287
26159,75448,102,4.8,57363,23.2,-3.2,20.6,20.9,287
26161,370963,1755,3,72267,12.6,-3,21.1,55.2,287
26163,1753893,-2371,5.2,46440,32.4,-2.6,22.2,23.3,287
26165,33466,210,4.7,46396,19.7,-6.7,18.2,17.9,287
27001,15902,93,5.6,44016,20.1,-14.3,17.9,17.4,302.7
27003,353813,3292,2.8,82284,7.4,-12.1,19.7,29.7,302.7
27005,34371,296,3.6,59440,15.8,-16.8,17.4,24.5,302.7
27007,46847,363,4.1,47073,23.6,-16.8,17.4,28.1,302.7
27009,40545,418,3.5,61341,12,-13.6,19.2,22.6,302.7
27011,4989,-22,3.8,51058,15.4,-15.6,19.7,15,302.7
27013,67427,540,2.5,58132,10.9,-13.1,19.9,33.6,302.7
27015,25111,-61,3.4,60626,10.4,-13.7,20.2,20.4,302.7
27017,35837,303,4.1,60412,11,-13.6,17.9,22.5,302.7
27019,103551,1401,2.5,104248,3.7,-12.2,19.9,48.1,302.7
27021,29519,183,5.1,48651,20.3,-14.8,17.9,22.4,302.7
27023,11924,-34,3.2,53540,13,-14.7,19.8,19.1,302.7
27025,55922,708,3.4,82814,7.4,-12.3,19.3,20.5,302.7
27027,63955,273,2.9,65914,13.2,-17.6,18.6,33.5,302.7
27029,8810,-27,8.1,51475,17.8,-16.8,17.4,16.1,302.7
27031,5393,9,3.5,54465,13.6,-15.1,15.1,42.4,302.7
27033,11277,0,3.6,51788,16.1,-14.3,19.7,21.2,302.7
27035,64889,574,3.9,53481,16.6,-14.1,18.4,24.3,302.7
27037,425423,3602,2.5,86403,7.9,-11.8,20.4,41.8,302.7
27039,20822,85,3,75955,7.3,-12.2,19.2,24.4,302.7
27041,37964,408,2.8,60979,9.5,-15.3,19,25.4,302.7
27043,13758,-6,3.5,52560,17.6,-12.8,19.8,17.8,302.7
27045,21058,76,3.1,58761,14.5,-11.4,19,21.1,302.7
27047,30444,-93,3.2,52010,13.2,-12.5,19.4,16.7,302.7
27049,46403,69,2.7,67039,7.9,-12,19.9,25,302.7
27051,6021,83,4,54917,14.4,-16,19.3,19.4,302.7
27053,1259428,11182,2.5,76067,11.6,-11.8,20.1,49.2,302.7
27055,18578,-84,2.9,59613,9.2,-9.9,20.2,24,302.7
27057,21332,331,5,55687,18.9,-15.7,17.7,27.2,302.7
27059,39966,383,3.7,73468,9.4,-12.7,19.4,17.7,302.7
27061,45108,-53,5.4,53143,16.2,-15.4,17.3,22.7,302.7
27063,9911,-77,2.9,57786,12.1,-13.6,19.8,22,302.7
27065,16207,153,5.5,56950,17.4,-13.3,18.8,14.6,302.7
27067,42855,140,2.9,60579,17.9,-14.6,19.3,23.4,302.7
27069,4248,-11,2.9,54438,13.8,-18.3,18.8,23.9,302.7
27071,12440,-86,6.1,46281,21.6,-16.4,17.3,17.6,302.7
27073,6658,-37,3.6,52445,11.8,-15.1,19.8,19.1,302.7
27075,10658,142,3.1,61015,11.6,-15,16.3,29.8,302.7
27077,3758,22,3.8,52058,14,-16.7,17.4,19.3,302.7
27079,28494,343,4.1,67269,8.7,-12.9,19.7,22.4,302.7
27081,5673,-9,3,51305,11.8,-15.2,19.2,18.4,302.7
27083,25629,-324,2.9,57690,14.1,-14.6,19.9,25.4,302.7
27085,35873,-10,3.1,61959,9.1,-13.2,19.8,17.9,302.7
27087,5519,-60,4.6,43162,29.7,-17.3,17.6,12.2,302.7
27089,9390,21,5.8,58105,9.7,-18.1,18.1,19,302.7
27091,19785,-73,3.1,50821,19.4,-13.2,19.8,20.1,302.7
27093,23141,100,3.5,66557,9.5,-14.1,19.3,18.8,302.7
27095,26139,262,4.8,53289,16.5,-13.4,18.9,15.3,302.7
27097,33169,69,4.7,57471,11.9,-14.1,18.8,17.1,302.7
27099,40011,312,2.7,53387,13.4,-12.1,19.2,21.7,302.7
27101,8276,-77,3.7,59938,11.5,-14.6,19.6,18.9,302.7
27103,34220,162,2.2,66209,9,-13.1,20.1,32.6,302.7
27105,21924,114,2.6,55766,14.3,-13.7,19.7,15.3,302.7
27107,6475,-110,4.3,48799,16.8,-17.7,18.4,18.4,302.7
27109,156277,1758,2.3,76001,8.3,-11.7,19.3,44,302.7
27111,58812,561,3.6,53778,14,-16.2,18.1,25.1,302.7
27113,14178,-13,4.2,57494,11,-17.8,17.8,20.1,302.7
27115,29483,299,4.8,50387,15.7,-12.9,18.6,14.5,302.7
27117,9047,-49,2.9,55378,15,-14.6,19.6,21.4,302.7
27119,31529,-176,3.7,60180,16.1,-17.8,18.3,24.1,302.7
27121,11097,112,2.6,60975,10,-15.2,19.2,21.9,302.7
27123,550210,4692,2.7,62937,20.9,-11.8,20.2,41.9,302.7
27125,3999,-23,5.2,54412,12.6,-17.6,18,16.9,302.7
27127,15249,6,3.6,56760,14.4,-14.2,20.1,18.6,302.7
27129,14612,-55,3.9,59787,15.4,-13.9,19.9,14.4,302.7
27131,66523,350,2.8,67024,11.6,-12.6,19.7,27.5,302.7
27133,9414,-39,2.3,63503,12,-13.2,20.1,23,302.7
27135,15150,-161,3.3,60239,11.7,-17.4,17.7,19.3,302.7
27137,199754,-44,3.7,53833,14.5,-15.1,16.9,28.7,302.7
27139,147381,1786,2.5,101427,6.1,-12.1,20.1,39.3,302.7
27141,96036,1489,3.2,81850,6.9,-12.9,19.4,27.4,302.7
27143,15028,124,3.2,66209,10.3,-12.9,20.1,16.7,302.7
27145,159256,1277,2.9,60843,13.8,-14.4,19.2,27.8,302.7
27147,36803,-21,2.9,65323,12.2,-12.8,19.4,25,302.7
27149,9753,81,2.4,61929,9,-15.7,19.4,29.3,302.7
27151,9345,-51,3.7,51552,13.8,-15.1,19.6,18,302.7
27153,24582,50,3.9,58113,16.6,-14.9,18.6,15.5,302.7
27155,3308,1,3.2,49773,22,-16,19.5,17,302.7
27157,21645,55,2.9,63633,8.3,-11.6,20.3,21.9,302.7
27159,13773,127,5.2,46312,18.2,-15,18.2,13.6,302.7
27161,18691,-35,4.1,58335,12,-13.1,19.4,20.5,302.7
27163,259201,3504,2.5,95840,4.5,-11.9,20,43.2,302.7
27165,10980,64,3.5,51962,14.2,-13.6,20.2,15.3,302.7
27167,6254,-68,3,61387,13.6,-17,18.9,23.5,302.7
27169,50825,121,2.6,56076,11.1,-11,19.9,29.8,302.7
27171,136349,2094,3,87377,4.7,-12.9,19.6,28.4,302.7
27173,9795,-50,3,56528,15,-14.7,19.9,16.1,302.7
28001,31192,-145,6.2,33392,40.4,13.7,28.1,17.8,191.3
28003,36925,-278,4.1,40010,23.4,8.7,25.8,16.4,191.3
28005,12326,-118,6,38092,32.9,15.3,27.7,13.1,191.3
28007,18365,-117,5.7,36761,32.6,11.6,26.9,13.6,191.3
28009,8271,-15,5.6,35184,32.8,9.2,26.2,10.3,191.3
28011,31333,-562,6.1,33116,38.9,10.1,27.3,23.8,191.3
28013,14436,-89,4.3,39176,34.2,11.1,27.2,11.3,191.3
28015,9911,-206,5.5,42588,24,11.4,27.5,14.5,191.3
28017,17171,-18,5,37429,27.1,11.1,27,12.4,191.3
28019,8278,6,4.8,38479,28.6,11.2,26.9,17.7,191.3
28021,9002,-51,9.2,29631,45.9,14.3,28.2,19.1,191.3
28023,15604,-219,5.6,41495,32.8,14.6,27.9,11.7,191.3
28025,19386,-272,6,38121,35.6,11.6,27.3,20.1,191.3
28027,22628,-557,6.8,29380,50.3,9.7,27.2,17.1,191.3
28029,28543,-5,5.5,38664,36.1,14.6,27.6,14.2,191.3
28031,18853,-192,4.4,36083,36,15.1,27.7,17.4,191.3
28033,182001,3087,3.8,68126,12.6,9.2,26.9,24.1,191.3
28035,75036,-227,4.4,39061,31.2,15.9,27.6,27.6,191.3
28037,7788,9,6,39508,27.6,14.6,27.6,15.3,191.3
28039,24250,277,6.4,47246,23.6,16.4,27.6,12.6,191.3
28041,13586,48,6.2,42022,25,16,27.6,8.6,191.3
28043,21055,-1,4.3,39633,33.8,11.2,27.4,19.7,191.3
28045,47334,314,5,49843,26.2,16.3,27.9,23.2,191.3
28047,206650,1717,4.5,45355,29,16.1,27.4,22.3,191.3
28049,237085,-2948,4.6,44776,30.4,14.2,27.9,29.1,191.3
28051,17622,-227,8.9,26449,45.5,12.2,27.9,9.9,191.3
28053,8257,-92,8.4,28542,56.3,12.4,28.5,14.4,191.3
28055,1308,-33,9,26936,50.8,12.8,28.4,6.7,191.3
28057,23517,5,4.1,45720,17.5,10.6,26.5,13.4,191.3
28059,143277,908,5.5,51771,26.5,16.4,27.8,20.8,191.3
28061,16428,-128,5.8,36987,28.2,14.4,27.9,14.5,191.3
28063,7106,-127,13.3,28024,50.8,14,28,15,191.3
28065,11234,-87,6.7,31739,37.6,14.9,27.4,13.9,191.3
28067,68461,149,4.8,42435,28.6,15.3,27.9,20.5,191.3
28069,10027,-92,7.4,33437,39.4,12.8,27.4,11,191.3
28071,54793,556,3.9,49381,16.2,10.4,26.9,43.9,191.3
28073,62447,1021,3.6,58377,18.3,15.6,27.5,35.2,191.3
28075,75317,-1013,5,40077,33.9,13.9,27.8,20,191.3
28077,12455,-176,6,40510,27.2,15.1,27.4,15.6,191.3
28079,22763,-69,4.9,37212,39.7,12.3,26.8,12.8,191.3
28081,85202,168,3.9,51088,19.9,10.5,26.9,23.9,191.3
28083,28919,-405,6.8,29244,49,11.6,28,17.5,191.3
28085,34205,-115,4.7,43478,24.8,15,27.2,16,191.3
28087,58930,-259,4.8,44348,31.8,12,27.7,23.7,191.3
28089,105630,998,3.7,75740,13.6,13,27.7,47.7,191.3
28091,24715,-388,5.1,36408,35.7,15.4,27.6,12.1,191.3
28093,35451,-184,5,40285,33.3,9.5,26.6,13.7,191.3
28095,35564,-288,4.9,44681,24.5,11.1,26.8,17.2,191.3
28097,10023,-152,5.3,36311,36,10.8,26.9,20.4,191.3
28099,29125,-268,4.9,36236,37.6,12.3,26.7,12.2,191.3
28101,21443,19,4.9,40792,31.1,13.5,27.3,16.6,191.3
28103,10535,-197,6.7,32167,40.8,12.3,27.7,13.5,191.3
28105,49599,-76,4.7,39130,26.7,11.9,27.5,43.5,191.3
28107,34178,37,5.9,39198,34.4,10.1,27.1,14.9,191.3
28109,55387,148,4.7,45268,26.2,15.8,27.6,16.4,191.3
28111,11931,-99,5.9,39687,34.3,16,27.5,11,191.3
28113,39563,-39,5.7,33983,46.2,15.6,27.7,15.5,191.3
28115,31833,193,3.9,44297,26.2,10.6,26.9,15.9,191.3
28117,25315,74,4.3,41281,28.1,9.4,26.2,12.2,191.3
28119,7051,-185,7.6,27767,55,9.9,27.2,11.4,191.3
28121,153902,983,3.4,66296,12,13.7,27.4,29.2,191.3
28123,28287,-142,3.9,38034,36.8,13.1,27.1,12.7,191.3
28125,4377,-46,7,28887,49.1,12.6,28.4,18.7,191.3
28127,26758,-184,4.5,38173,30.6,14.4,27.4,12.6,191.3
28129,16002,-79,4.4,46764,24.8,14.2,27.6,12.5,191.3
28131,18717,93,5.4,44622,27.9,16,27.2,14.5,191.3
28133,25735,-411,7.8,31329,42.3,10.9,27.8,15.4,191.3
28135,13987,-158,5.3,32692,40.5,10.8,27.4,11.4,191.3
28137,28759,99,4.9,48082,25.9,9.5,26.9,17.4,191.3
28139,21995,53,4.3,39833,23.1,9.1,26.1,15.5,191.3
28141,19454,-123,4.6,41455,21.5,9.2,25.8,10,191.3
28143,9944,-58,5.3,33143,43.5,9.4,27.1,16.8,191.3
28145,28606,140,3.5,46600,18.8,10,26.7,14.8,191.3
28147,14465,-58,6.5,33566,36.8,15.4,27.6,13.4,191.3
28149,46176,-576,5.5,46049,31,13.9,28.4,23.3,191.3
28151,45063,-1139,7.1,33991,52,11.3,28.1,18.8,191.3
28153,20298,-118,5.4,37401,32.8,15,27.6,16,191.3
28155,9788,31,5,43349,25.9,11.1,27,17.3,191.3
28157,8792,-66,8.5,29900,38.7,14.3,27.9,13.8,191.3
28159,18165,-77,5.6,39498,32.1,11.8,26.9,16.6,191.3
28161,12392,-82,5,39551,30.8,10.9,27.2,14.2,191.3
28163,28248,-230,5.5,33111,41.2,13,28.2,14.6,191.3
29001,25339,33,3.5,40395,19.9,-4,22.7,30,273.1
29003,17607,158,2.7,57459,11.4,-5,23.2,23.8,273.1
29005,5171,-77,2.5,49122,16,-6.6,23.1,22.5,273.1
29007,25473,-127,3.1,44340,25.6,-1.6,23.2,14.5,273.1
29009,35886,200,3,42457,26.9,3.9,24.7,14.5,273.1
29011,11798,-11,3.1,41583,23.9,1.7,24.7,18.1,273.1
29013,16320,10,3.8,45955,20.3,0.6,24.7,14.9,273.1
29015,19278,210,4.5,40025,33.7,0.7,24.4,13.4,273.1
29017,12169,-117,3.6,44233,21.9,3.9,24.7,9.4,273.1
29019,180005,1482,2.3,55136,13.2,-0.7,23.9,46,273.1
29021,88571,-323,3,52506,22.4,-3.8,23.7,20.7,273.1
29023,42639,30,4.6,38067,30.2,5.1,25.7,13.8,273.1
29025,9108,36,3.1,47591,19.6,-3.7,23.2,18.3,273.1
29027,44889,-55,2.9,53970,17.5,0,24.1,22.2,273.1
29029,45815,366,4.2,48580,22.9,2.1,25.2,21.8,273.1
29031,78753,468,2.8,51962,17.2,4,24.9,30.5,273.1
29033,8743,-51,3.1,47049,20.8,-2.6,23.4,17,273.1
29035,6054,-113,5.1,34134,35.3,4.3,24.7,16.5,273.1
29037,104954,1344,3.1,71374,10.8,-0.7,24.2,26.1,273.1
29039,14165,84,3.4,37288,30.2,1.8,24.8,15.3,273.1
29041,7451,-27,2.8,48421,19.3,-2.2,23.4,18.4,273.1
29043,86983,1637,2.6,58057,11.5,3.1,24.4,28.2,273.1
29045,6842,115,3.9,46832,23.2,-4.2,22.6,13.5,273.1
29047,246365,3772,2.9,68943,8.7,-2.1,23.8,32.7,273.1
29049,20470,-83,3.2,58641,12.9,-3.6,23.1,19.4,273.1
29051,76796,127,2.5,62817,12,0.9,24.7,32.9,273.1
29053,17603,-40,3.1,52513,20.7,-0.5,24.2,21.4,273.1
29055,23957,-138,3.9,42774,24.1,1.6,23.3,11.2,273.1
29057,7569,-32,2.7,41381,25.2,2.4,24.8,13.6,273.1
29059,16762,76,3.9,38765,25.5,1.9,24.4,12.4,273.1
29061,8313,-46,3,51255,26,-4.7,23,18.1,273.1
29063,12630,40,3.1,48920,13.7,-4.8,22.8,15.3,273.1
29065,15441,1,3.3,39392,31.6,1.8,23.4,14.6,273.1
29067,13373,101,4.6,36762,29.5,3.6,24.5,10.5,273.1
29069,29423,-663,5.5,37331,38.1,6.6,26.1,13.1,273.1
29071,103670,382,3.1,58738,13.2,1.3,23.9,20.1,273.1
29073,14705,-13,2.9,52282,17.4,1.2,24.1,18.9,273.1
29075,6628,-27,2.4,43731,19.6,-5.7,22.8,18,273.1
29077,291923,2104,2.6,44799,16.5,2.7,24.5,30.2,273.1
29079,9914,-56,3.6,40315,25.8,-4.6,22.8,18.8,273.1
29081,8414,-114,3.1,40639,22.5,-5.8,22.7,16.2,273.1
29083,21792,92,3.6,44978,23.9,0.7,24.5,15.5,273.1
29085,9509,88,4.1,35025,34.5,1.4,24.6,10,273.1
29087,4404,-5,2.4,47191,19.7,-5.4,23.4,19.8,273.1
29089,10137,15,2.8,45767,18.2,-1.1,23.8,24.4,273.1
29091,40076,-8,3.6,36762,30.6,4.4,24.7,16.5,273.1
29093,10177,-28,5.4,37755,29.8,2.4,23.3,10.9,273.1
29095,700307,2587,3.7,55864,19,-1.4,24.1,30.9,273.1
29097,120636,554,2.7,46596,22.7,2.7,25.1,22.9,273.1
29099,224347,598,3.1,65150,10.4,2,24.6,20.2,273.1
29101,53652,-107,3.7,52151,13.9,-0.3,24.1,28.4,273.1
29103,3947,-28,2.8,39309,27.5,-4,22.7,15.8,273.1
29105,35713,258,3.7,44562,22.2,2.7,24.6,14.7,273.1
29107,32598,-7,3.2,53389,14.6,-1.6,23.9,20.1,273.1
29109,38359,76,3,45074,23.5,3,24.6,15.3,273.1
29111,9855,-109,2.8,48179,21.5,-3.5,22.8,14,273.1
29113,57686,1552,3.3,62238,15.3,-0.3,23.6,15.9,273.1
29115,12037,-135,4.7,44992,25.7,-3.6,22.9,15.4,273.1
29117,15146,-17,2.5,48749,20.7,-3.6,23.2,19.3,273.1
29119,23078,299,3,40204,26.2,4.6,25.4,11.8,273.1
29121,15153,-88,2.9,45440,21.8,-2.9,22.9,15.7,273.1
29123,12188,-50,3.6,40191,24.5,3,24.1,15.1,273.1
29125,8769,-54,3.3,46371,19.7,2.1,24.4,14.1,273.1
29127,28592,-21,3.1,49393,19,-2.8,23.1,20.9,273.1
29129,3641,-36,3.1,46014,19.6,-5.7,22.2,18,273.1
29131,25336,130,3.7,47225,24.8,2.1,25.2,16.6,273.1
29133,13336,-244,3.8,34735,35.3,5.8,25.5,12.4,273.1
29135,16121,99,3,57047,15.3,0.2,24.4,19,273.1
29137,8664,54,3.6,46216,22.5,-2.5,23.2,12.8,273.1
29139,11534,106,2.9,48951,21.5,0.2,23.6,13.7,273.1
29141,20358,240,4.3,45276,26,0.5,24.6,12.9,273.1
29143,17296,-269,4.8,38093,26.6,6.3,25.7,12.7,273.1
29145,58266,18,3,49220,22.5,4,25.2,19.7,273.1
29147,22304,-104,2.9,46698,13.8,-6.3,22.7,27.8,273.1
29149,10541,-6,3.5,32720,37.7,5.2,25.1,12.2,273.1
29151,13714,51,2.4,58855,10.1,1.3,24.6,18.9,273.1
29153,9017,-186,5.2,34367,33.2,4.3,24.8,12.2,273.1
29155,16272,-545,5.5,31831,44.5,7,26.1,12.1,273.1
29157,19150,-44,2.3,53871,14.9,3.3,24.7,16,273.1
29159,42542,38,4.1,45254,23.3,-0.4,24.1,18.4,273.1
29161,44732,46,3.1,43079,21.8,2.4,24.1,29.5,273.1
29163,18504,-42,3.6,43591,20.5,-1.3,23.1,16.1,273.1
29165,102985,1766,2.6,82567,7.4,-2.4,24.1,41.8,273.1
29167,32201,435,3.6,45336,23.8,2.1,24.6,20.3,273.1
29169,52014,168,3.6,52532,16.6,3.1,24.9,25.9,273.1
29171,4757,-39,3.4,40866,22.5,-5.1,22.1,18.9,273.1
29173,10212,-10,2.8,57549,13.3,-2.2,23.2,13.6,273.1
29175,24763,-169,3.8,44975,26.1,-1.7,23.3,15.3,273.1
29177,22883,44,3.6,58693,14.6,-2.4,23.6,13.9,273.1
29179,6254,-14,3.1,36592,33,3,23.7,11.1,273.1
29181,13401,-168,5.2,32802,34,4.9,25.2,10.9,273.1
29183,399182,3937,2.5,82048,7,0.8,24.1,37.8,273.1
29185,9395,10,4.4,37013,29.6,1.1,24.8,13.4,273.1
29186,17888,75,2.8,59043,13.9,2.8,24.8,17.7,273.1
29187,66692,39,3.7,45584,24.6,2.6,24,14,273.1
29189,996945,297,3,66992,15.7,1.2,24.5,43.2,273.1
29195,22895,-29,3,43776,20,-1.3,23.9,18,273.1
